Rank,Release Group,Worldwide,Domestic,Foreign,filename,Year,Domestic %,Foreign %
444,Limitless,161849455,79249455,82600000,movies-2011.csv,2011,0.489649192825518,0.510350807174482
445,Flight,161772375,93772375,68000000,movies-2012.csv,2012,0.5796562917494411,0.42034370825055883
446,Into the Storm,161502194,47602194,113900000,movies-2014.csv,2014,0.29474642307336085,0.7052535769266391
447,Unbroken,161459297,115637895,45821402,movies-2014.csv,2014,0.7162046233856698,0.28379537661433024
448,The Predator,160542134,51024708,109517426,movies-2018.csv,2018,0.3178275181018835,0.6821724818981165
449,"Three Billboards Outside Ebbing, Missouri",160192031,54513740,105678291,movies-2017.csv,2017,0.3403024461310438,0.6596975538689562
450,Underworld: Awakening,160112671,62321039,97791632,movies-2012.csv,2012,0.3892323987275186,0.6107676012724814
451,Johnny English Reborn,160078586,8305970,151772616,movies-2011.csv,2011,0.051886827636021225,0.9481131723639787
452,Happy Feet Two,159196259,64006466,95189793,movies-2011.csv,2011,0.4020601137367179,0.5979398862632821
453,Johnny English Strikes Again,158970776,4412170,154558606,movies-2018.csv,2018,0.02775459811556811,0.9722454018844319
454,Focus,158762963,53862963,104900000,movies-2015.csv,2015,0.3392665517334795,0.6607334482665205
455,Goosebumps,158260952,80080379,78180573,movies-2015.csv,2015,0.5060021312142745,0.4939978687857255
456,Final Destination 5,157887643,42587643,115300000,movies-2011.csv,2011,0.26973385751283907,0.7302661424871609
457,Don't Breathe,157830487,89217875,68612612,movies-2016.csv,2016,0.565276561555563,0.4347234384444369
458,Hustlers,157563598,104963598,52600000,movies-2019.csv,2019,0.6661665469203109,0.33383345307968915
459,Ip Man 3,156954938,2679437,154275501,movies-2015.csv,2015,0.01707137751855886,0.9829286224814411
460,The Climbers,156892866,487157,156405709,movies-2019.csv,2019,0.0031050296448788183,0.9968949703551212
461,This Means War,156491279,54760791,101730488,movies-2012.csv,2012,0.3499287075288074,0.6500712924711926
462,The Hateful Eight,155760117,54117416,101642701,movies-2015.csv,2015,0.3474407765114866,0.6525592234885135
463,Escape Room,155712077,57005601,98706476,movies-2019.csv,2019,0.36609620845273294,0.6339037915472671
464,The Monuments Men,155641650,78031620,77610030,movies-2014.csv,2014,0.5013543611237737,0.49864563887622626
465,The Accountant,155160045,86260045,68900000,movies-2016.csv,2016,0.5559423819450426,0.44405761805495736
466,Lone Survivor,154802912,125095601,29707311,movies-2013.csv,2013,0.8080959161801814,0.19190408381981858
467,Ride Along,154468902,134938200,19530702,movies-2014.csv,2014,0.8735622397315933,0.12643776026840664
468,Midnight in Paris,153959590,56817045,97142545,movies-2011.csv,2011,0.36903868735945583,0.6309613126405442
469,Yesterday,153178301,73286650,79891651,movies-2019.csv,2019,0.47844015452293076,0.5215598454770692
470,Tower Heist,152930623,78046570,74884053,movies-2011.csv,2011,0.5103397113604906,0.48966028863950944
471,Duckweed,152894264,471575,152422689,movies-2017.csv,2017,0.0030843210704098096,0.9969156789295902
472,Jackass Presents: Bad Grandpa,151826547,102003019,49823528,movies-2013.csv,2013,0.6718391547164674,0.3281608452835327
473,47 Ronin,151783839,38362475,113421364,movies-2013.csv,2013,0.25274413437388416,0.7472558656261158
474,Red Sparrow,151572634,46874505,104698129,movies-2018.csv,2018,0.30925440670246584,0.6907455932975342
475,Darkest Hour,150847207,56468410,94378797,movies-2017.csv,2017,0.37434176689794463,0.6256582331020554
476,Gods of Egypt,150680864,31153464,119527400,movies-2015.csv,2015,0.20675129656808977,0.7932487034319102
477,I Am Number Four,149878437,55100437,94778000,movies-2011.csv,2011,0.36763418476268206,0.6323658152373179
478,Jack and Jill,149673788,74158157,75515631,movies-2011.csv,2011,0.49546522467915355,0.5045347753208465
479,Friends with Benefits,149542245,55802754,93739491,movies-2011.csv,2011,0.37315712359407205,0.626842876405928
480,No Strings Attached,149228077,70662220,78565857,movies-2011.csv,2011,0.473518264260686,0.526481735739314
481,Lights Out,148868835,67268835,81600000,movies-2016.csv,2016,0.4518664702387172,0.5481335297612828
482,King Arthur: Legend of the Sword,148675066,39175066,109500000,movies-2017.csv,2017,0.2634945257061463,0.7365054742938537
483,RED 2,148075565,53262560,94813005,movies-2013.csv,2013,0.35969850933879605,0.640301490661204
484,The Angry Birds Movie 2,147792047,41667116,106124931,movies-2019.csv,2019,0.2819307049722371,0.7180692950277628
485,Arthur Christmas,147419472,46462469,100957003,movies-2011.csv,2011,0.31517185870805453,0.6848281412919455
486,Source Code,147332697,54712227,92620470,movies-2011.csv,2011,0.3713515608826464,0.6286484391173536
487,Planes: Fire & Rescue,146965787,59165787,87800000,movies-2014.csv,2014,0.402582044486313,0.597417955513687
488,The Last Witch Hunter,146936910,27367660,119569250,movies-2015.csv,2015,0.18625449521158435,0.8137455047884157
489,Angel Has Fallen,146661977,69030436,77631541,movies-2019.csv,2019,0.470677113537069,0.529322886462931
490,Mama,146428180,71628180,74800000,movies-2013.csv,2013,0.4891693661698179,0.5108306338301821
491,The Foreigner,145374099,34393507,110980592,movies-2017.csv,2017,0.23658620921186244,0.7634137907881375
492,"Crazy, Stupid, Love.",145051197,84351197,60700000,movies-2011.csv,2011,0.5815270659227997,0.4184729340772003
493,Pete's Dragon,143695338,76233151,67462187,movies-2016.csv,2016,0.5305193060612725,0.4694806939387275
494,More Than Blue,142958164,722669,142235495,movies-2018.csv,2018,0.005055108290282743,0.9949448917097172
495,Paranormal Activity 4,142802657,53885000,88917657,movies-2012.csv,2012,0.3773389174404507,0.6226610825595493
496,Power Rangers,142337240,85364450,56972790,movies-2017.csv,2017,0.5997337731151735,0.4002662268848265
497,New Year's Eve,142044638,54544638,87500000,movies-2011.csv,2011,0.3839964589159641,0.6160035410840359
498,The Taking of Tiger Mountain,141654055,228984,141425071,movies-2014.csv,2014,0.0016165015537324364,0.9983834984462676
499,Onward,141517253,61555145,79962108,movies-2020.csv,2020,0.43496565750891164,0.5650343424910883
500,Trainwreck,140795793,110212700,30583093,movies-2015.csv,2015,0.7827840424180856,0.2172159575819144
501,Sausage Party,140705322,97685686,43019636,movies-2016.csv,2016,0.6942572221966131,0.3057427778033869
502,Girls Trip,140552359,115171585,25380774,movies-2017.csv,2017,0.8194212165446473,0.18057878345535275
503,Step Up Revolution,140470746,35074677,105396069,movies-2012.csv,2012,0.24969381881121355,0.7503061811887864
504,Lion,140312928,51738905,88574023,movies-2016.csv,2016,0.3687394008341127,0.6312605991658873
505,Mr. Six,139191345,1415450,137775895,movies-2015.csv,2015,0.010169094924688026,0.989830905075312
506,The Admiral: Roaring Currents,138342258,2589811,135752447,movies-2014.csv,2014,0.018720317547513212,0.9812796824524868
507,Let's Be Cops,138224951,82390774,55834177,movies-2014.csv,2014,0.5960629640592168,0.40393703594078323
508,Escape Plan,137328301,25135965,112192336,movies-2013.csv,2013,0.18303557836923942,0.8169644216307606
509,The First Purge,137056262,69488745,67567517,movies-2018.csv,2018,0.5070089026650968,0.49299109733490326
510,Annie,136853506,85911262,50942244,movies-2014.csv,2014,0.6277607677804031,0.3722392322195969
511,The Best Exotic Marigold Hotel,136836156,46412041,90424115,movies-2012.csv,2012,0.3391796609662142,0.6608203390337858
512,How Long Will I Love U,136796719,746933,136049786,movies-2018.csv,2018,0.005460167505918033,0.994539832494082
513,Contagion,136515867,75658097,60857770,movies-2011.csv,2011,0.5542073508568788,0.4457926491431212
514,The Wind Rises,136454220,5209580,131244640,movies-2012.csv,2012,0.03817822563494189,0.9618217743650581
515,Unknown,135710029,63686397,72023632,movies-2011.csv,2011,0.4692829076029451,0.5307170923970549
516,Jack Ryan: Shadow Recruit,135503748,50577412,84926336,movies-2014.csv,2014,0.3732547087922616,0.6267452912077384
517,American Made,134866593,51342000,83524593,movies-2017.csv,2017,0.3806873063072039,0.6193126936927961
518,Last Vegas,134402450,63914167,70488283,movies-2012.csv,2012,0.4755431690419334,0.5244568309580666
519,Point Break,133718711,28782481,104936230,movies-2015.csv,2015,0.21524647362178057,0.7847535263782194
520,The Big Short,133440870,70259870,63181000,movies-2015.csv,2015,0.5265243699325401,0.47347563006745985
521,The Artist,133432856,44671682,88761174,movies-2011.csv,2011,0.33478772274798646,0.6652122772520136
522,Zero Dark Thirty,132820716,95720716,37100000,movies-2012.csv,2012,0.7206761029657452,0.2793238970342548
523,A Wrinkle in Time,132675864,100478608,32197256,movies-2018.csv,2018,0.7573239394921144,0.2426760605078856
524,Ghost Rider: Spirit of Vengeance,132563930,51774002,80789928,movies-2012.csv,2012,0.39055874399619867,0.6094412560038014
525,The Three Musketeers,132274484,20374484,111900000,movies-2011.csv,2011,0.1540318539439549,0.8459681460560451
526,2 Guns,131940411,75612460,56327951,movies-2013.csv,2013,0.5730803733815867,0.4269196266184134
527,The House with a Clock in Its Walls,131457147,68549695,62907452,movies-2018.csv,2018,0.521460388912898,0.478539611087102
528,The Invisible Man,130560433,64914050,65646383,movies-2020.csv,2020,0.4971954252020595,0.5028045747979405
529,A Bad Moms Christmas,130560428,72110659,58449769,movies-2017.csv,2017,0.5523163496369665,0.4476836503630334
530,Cloud Atlas,130482868,27108272,103374596,movies-2012.csv,2012,0.2077534960375028,0.7922465039624972
531,The Woman in Black,128955898,54333290,74622608,movies-2012.csv,2012,0.4213323379749564,0.5786676620250436
532,Pan,128388320,35088320,93300000,movies-2015.csv,2015,0.2732983810365304,0.7267016189634695
533,Blended,127994610,46294610,81700000,movies-2014.csv,2014,0.36169187124364066,0.6383081287563593
534,Ad Astra,127461872,50188370,77273502,movies-2019.csv,2019,0.393752023350167,0.606247976649833
535,Midway,126696475,56846802,69849673,movies-2019.csv,2019,0.4486849535474448,0.5513150464525552
536,Chronicle,126636097,64575175,62060922,movies-2012.csv,2012,0.5099270786906833,0.49007292130931673
537,Walking with Dinosaurs 3D,126546518,36076121,90470397,movies-2012.csv,2012,0.2850818937586256,0.7149181062413744
538,Sex Tape,126069509,38543473,87526036,movies-2014.csv,2014,0.30573191968249835,0.6942680803175016
539,This Is the End,126041322,101470202,24571120,movies-2013.csv,2013,0.8050550437736602,0.1949449562263398
540,The Upside,125852517,108252517,17600000,movies-2019.csv,2019,0.860153770305603,0.13984622969439697
541,Detective Chinatown,125842935,474252,125368683,movies-2015.csv,2015,0.003768602504383738,0.9962313974956163
542,Wolf Totem,125837070,210591,125626479,movies-2015.csv,2015,0.0016735211651065938,0.9983264788348934
543,Mechanic: Resurrection,125729635,21218403,104511232,movies-2016.csv,2016,0.1687621458536804,0.8312378541463196
544,Ender's Game,125544024,61737191,63806833,movies-2013.csv,2013,0.49175730578780874,0.5082426942121913
545,Happy Death Day,125479266,55683845,69795421,movies-2017.csv,2017,0.44376929173302626,0.5562307082669737
546,Captain Underpants: The First Epic Movie,125427681,73921000,51506681,movies-2017.csv,2017,0.5893515642691345,0.4106484357308655
547,Ride Along 2,124605297,91221830,33383467,movies-2015.csv,2015,0.7320862932496361,0.2679137067503639
548,The Theory of Everything,123726688,35893537,87833151,movies-2014.csv,2014,0.2901034334645731,0.7098965665354269
549,The Curse of la Llorona,123133739,54733739,68400000,movies-2019.csv,2019,0.4445064321485438,0.5554935678514562
550,The Lego Ninjago Movie,123081555,59281555,63800000,movies-2017.csv,2017,0.4816445079849698,0.5183554920150302
551,The Pirates! Band of Misfits,123054041,31051126,92002915,movies-2012.csv,2012,0.25233731251458863,0.7476626874854114
552,Looking Up,122994583,84267,122910316,movies-2019.csv,2019,0.0006851277344466463,0.9993148722655534
553,Zombieland: Double Tap,122810399,73123082,49687317,movies-2019.csv,2019,0.5954144160056023,0.40458558399439776
554,Dragon Blade,122593849,74068,122519781,movies-2015.csv,2015,0.0006041738684621934,0.9993958261315378
555,Prisoners,122126687,61002302,61124385,movies-2013.csv,2013,0.4995001788593512,0.5004998211406488
556,Secret Superstar,122026260,0,122026260,movies-2017.csv,2017,0.0,1.0
557,Deepwater Horizon,121790373,61433527,60356846,movies-2016.csv,2016,0.5044202221139433,0.4955797778860567
558,Last Christmas,121550750,35150750,86400000,movies-2019.csv,2019,0.2891857927655732,0.7108142072344268
559,The Nut Job,120885527,64251541,56633986,movies-2014.csv,2014,0.531507307735855,0.4684926922641451
560,Instant Family,120556201,67363237,53192964,movies-2018.csv,2018,0.5587704028596588,0.4412295971403412
561,We Bought a Zoo,120081841,75624550,44457291,movies-2011.csv,2011,0.629775071486454,0.37022492851354605
562,The Commuter,119942387,36343858,83598529,movies-2017.csv,2017,0.3030109614210029,0.6969890385789971
563,Extreme Job,119932733,1565885,118366848,movies-2019.csv,2019,0.013056360518358236,0.9869436394816418
564,Parental Guidance,119772232,77267296,42504936,movies-2012.csv,2012,0.6451186114658028,0.35488138853419715
565,Dora and the Lost City of Gold,119682635,60477943,59204692,movies-2019.csv,2019,0.505319280445321,0.4946807195546789
566,Wonder Park,119559110,45216793,74342317,movies-2019.csv,2019,0.37819613244026323,0.6218038675597368
567,Allied,119520023,40098064,79421959,movies-2016.csv,2016,0.33549243878575896,0.664507561214241
568,I Belonged to You,119107580,744541,118363039,movies-2016.csv,2016,0.006250995948368693,0.9937490040516314
569,The Shallows,119100758,55124043,63976715,movies-2016.csv,2016,0.46283536667331704,0.537164633326683
570,The Purge: Election Year,118587880,79213375,39374505,movies-2016.csv,2016,0.6679719293405025,0.3320280706594974
571,Jurassic Park 2013 Re-release,118192315,45385935,72806380,movies-2013.csv,2013,0.38400072796611184,0.6159992720338882
572,A Cool Fish,118153135,551876,117601259,movies-2018.csv,2018,0.004670853634141828,0.9953291463658581
573,Why Him?,118102725,60323786,57778939,movies-2016.csv,2016,0.5107738707976467,0.4892261292023533
574,P Storm,117991727,326711,117665016,movies-2019.csv,2019,0.0027689314183866466,0.9972310685816134
575,Saving Mr. Banks,117867984,83301580,34566404,movies-2013.csv,2013,0.7067362753909493,0.29326372460905076
576,Pompeii,117831631,23219748,94611883,movies-2014.csv,2014,0.19705869979852864,0.8029413002014714
577,Magic Mike XXL,117813057,66013057,51800000,movies-2015.csv,2015,0.5603203811271954,0.43967961887280455
578,Game Night,117679066,69179066,48500000,movies-2018.csv,2018,0.5878621266419637,0.41213787335803637
579,Water for Elephants,117094902,58709717,58385185,movies-2011.csv,2011,0.5013857648559286,0.49861423514407144
580,Warm Bodies,116980662,66380662,50600000,movies-2013.csv,2013,0.5674498747493838,0.4325501252506162
581,Abraham Lincoln: Vampire Hunter,116471580,37519139,78952441,movies-2012.csv,2012,0.32213127872052566,0.6778687212794744
582,Personal Tailor,116126458,375892,115750566,movies-2013.csv,2013,0.0032369195312923434,0.9967630804687077
583,The Iron Lady,115890699,30017992,85872707,movies-2011.csv,2011,0.25901985456140875,0.7409801454385913
584,Dragon Ball Super: Broly,115560610,30712119,84848491,movies-2018.csv,2018,0.2657663281632037,0.7342336718367963
585,Pitch Perfect,115350426,65001093,50349333,movies-2012.csv,2012,0.5635097784554346,0.4364902215445654
586,The Gentlemen,115171795,36471795,78700000,movies-2019.csv,2019,0.31667297535824634,0.6833270246417537
587,The Monkey King 3,115084576,187074,114897502,movies-2018.csv,2018,0.0016255349457081026,0.998374465054292
588,So Young,114926694,11186,114915508,movies-2013.csv,2013,9.733160861653256e-05,0.9999026683913834
589,Finding Mr Right 2,114679097,0,114679097,movies-2016.csv,2016,0.0,1.0
590,Office Christmas Party,114501299,54767494,59733805,movies-2016.csv,2016,0.47831329843690246,0.5216867015630976
591,Hope Springs,114281051,63536011,50745040,movies-2012.csv,2012,0.5559627816163504,0.4440372183836496
592,Seventh Son,114178613,17223265,96955348,movies-2014.csv,2014,0.15084493100297164,0.8491550689970284
593,The Dark Tower,113231078,50701325,62529753,movies-2017.csv,2017,0.44776863291895885,0.5522313670810411
594,Pet Sematary,113118226,54724696,58393530,movies-2019.csv,2019,0.4837831880425706,0.5162168119574294
595,Insidious: Chapter 3,112983889,52218558,60765331,movies-2015.csv,2015,0.46217702773534375,0.5378229722646563
596,Deliver Us from Evil,112781920,30577122,82204798,movies-2014.csv,2014,0.2711172322655972,0.7288827677344029
597,How to Be Single,112343513,46843513,65500000,movies-2016.csv,2016,0.4169667811616324,0.5830332188383677
598,The Purge: Anarchy,111928365,71962800,39965565,movies-2014.csv,2014,0.6429362208587609,0.35706377914123916
599,Get Hard,111711453,90411453,21300000,movies-2015.csv,2015,0.809330203591569,0.19066979640843093
600,Good Boys,111037232,83140306,27896926,movies-2019.csv,2019,0.748760613917321,0.251239386082679
601,Free Birds,110387072,55750480,54636592,movies-2013.csv,2013,0.5050453734292364,0.49495462657076367
602,10 Cloverfield Lane,110216998,72082998,38134000,movies-2016.csv,2016,0.6540098107190326,0.34599018928096736
603,Moneyball,110206216,75605492,34600724,movies-2011.csv,2011,0.6860365480654921,0.3139634519345079
604,Buddies in India,110155128,293194,109861934,movies-2017.csv,2017,0.002661646401064506,0.9973383535989355
605,The 5th Wave,109906372,34916787,74989585,movies-2015.csv,2015,0.3176957474312772,0.6823042525687227
606,Along With the Gods: The Two Worlds,109383972,1908823,107475149,movies-2017.csv,2017,0.017450664526974757,0.9825493354730253
607,The Boxtrolls,108255770,50837305,57418465,movies-2014.csv,2014,0.4696036525351027,0.5303963474648973
608,Neighbors 2: Sorority Rising,108007109,55455765,52551344,movies-2016.csv,2016,0.5134455084803723,0.48655449151962765
609,Horrible Bosses 2,107645357,54445357,53200000,movies-2014.csv,2014,0.5057845365313806,0.49421546346861944
610,The Call of the Wild,107604626,62342368,45262258,movies-2020.csv,2020,0.579365128781731,0.420634871218269
611,Paul Blart: Mall Cop 2,107588225,71038190,36550035,movies-2015.csv,2015,0.6602784830774929,0.33972151692250707
612,Vacation,107228221,58884188,48344033,movies-2015.csv,2015,0.5491482321617552,0.45085176783824477
613,ParaNorman,107139399,56003051,51136348,movies-2012.csv,2012,0.5227120137196215,0.4772879862803785
614,The Man from U.N.C.L.E.,107045109,45445109,61600000,movies-2015.csv,2015,0.42454166682197503,0.575458333178025
615,The Breakup Guru,106980263,208959,106771304,movies-2014.csv,2014,0.00195324814260365,0.9980467518573963
616,Shaun the Sheep Movie,106209378,19375982,86833396,movies-2015.csv,2015,0.18243193176406702,0.817568068235933
617,First Man,105697415,44936545,60760870,movies-2018.csv,2018,0.4251432733714443,0.5748567266285557
618,Gangster Squad,105200903,46000903,59200000,movies-2013.csv,2013,0.4372671877160598,0.5627328122839402
619,Sisters,105011053,87044645,17966408,movies-2015.csv,2015,0.8289093625220576,0.17109063747794245
620,The Campaign,104907746,86907746,18000000,movies-2012.csv,2012,0.8284206773444546,0.17157932265554537
621,Scary Stories to Tell in the Dark,104545505,68947075,35598430,movies-2019.csv,2019,0.6594934425922951,0.3405065574077049
622,Book Club,104438188,68566296,35871892,movies-2018.csv,2018,0.6565251400187065,0.34347485998129346
623,Ouija,103590271,50856010,52734261,movies-2014.csv,2014,0.49093423068658637,0.5090657693134136
624,Birdman or (The Unexpected Virtue of Ignorance),103215094,42340598,60874496,movies-2014.csv,2014,0.41021711417518064,0.5897828858248194
625,Cold War II,103197501,560824,102636677,movies-2016.csv,2016,0.00543447268165922,0.9945655273183408
626,Night School,103105878,77339130,25766748,movies-2018.csv,2018,0.75009428657404,0.24990571342596005
627,Transcendence,103039258,23022309,80016949,movies-2014.csv,2014,0.22343240282262125,0.7765675971773788
628,Jigsaw,102952888,38052832,64900056,movies-2017.csv,2017,0.3696140316141496,0.6303859683858505
629,Chappie,102811889,31569268,71242621,movies-2015.csv,2015,0.3070585348354022,0.6929414651645979
630,Star Wars: Episode I - The Phantom Menace 2012 3D Release,102739593,43456382,59283211,movies-2012.csv,2012,0.4229759991359903,0.5770240008640096
631,Project X,102731865,54731865,48000000,movies-2012.csv,2012,0.5327642499238187,0.46723575007618134
632,Railroad Tigers,102205175,218044,101987131,movies-2016.csv,2016,0.002133394908819441,0.9978666050911805
633,Heaven Is for Real,101888019,91443253,10444766,movies-2014.csv,2014,0.8974877900020806,0.10251220999791938
634,The Devil Inside,101758490,53261944,48496546,movies-2012.csv,2012,0.5234152354265477,0.4765847645734523
635,Joy,101134059,56451232,44682827,movies-2015.csv,2015,0.5581822044737669,0.4418177955262332
636,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",100654149,66954149,33700000,movies-2014.csv,2014,0.665190155251325,0.334809844748675
637,Life,100541806,30234022,70307784,movies-2017.csv,2017,0.30071095003008,0.69928904996992
638,Instructions Not Included,100486616,44467206,56019410,movies-2013.csv,2013,0.44251869323572407,0.557481306764276
639,Tammy,100375432,84525432,15850000,movies-2014.csv,2014,0.8420928340313395,0.15790716596866053
640,PK,100370104,10616104,89754000,movies-2014.csv,2014,0.10576958254422054,0.8942304174557795
641,Philomena,100129872,37709979,62419893,movies-2013.csv,2013,0.376610678180034,0.623389321819966
642,Atomic Blonde,100014025,51687870,48326155,movies-2017.csv,2017,0.5168062179279356,0.48319378207206437
643,The Book of Life,99783556,50151543,49632013,movies-2014.csv,2014,0.5026032846534353,0.4973967153465647
644,Black Mass,99775678,62575678,37200000,movies-2015.csv,2015,0.6271636460340565,0.3728363539659435
645,Insidious,99557032,54009150,45547882,movies-2011.csv,2011,0.5424945773795266,0.45750542262047345
646,Line Walker 2: Invisible Spy,99482027,296751,99185276,movies-2019.csv,2019,0.002982960932229497,0.9970170390677705
647,The Lucky One,99357138,60457138,38900000,movies-2012.csv,2012,0.6084830865397914,0.39151691346020856
648,Blue Jasmine,99104804,33405481,65699323,movies-2013.csv,2013,0.3370722674553698,0.6629277325446302
649,Ode To My Father,99085291,2300121,96785170,movies-2014.csv,2014,0.023213546398122804,0.9767864536018772
650,Justin Bieber: Never Say Never,99036827,73013910,26022917,movies-2011.csv,2011,0.7372399965923787,0.2627600034076213
651,Young Detective Dee: Rise of the Sea Dragon,98774891,87783,98687108,movies-2013.csv,2013,0.0008887177612780155,0.999111282238722
652,Spotlight,98690254,45055776,53634478,movies-2015.csv,2015,0.45653723821604514,0.5434627617839549
653,Devil and Angel,98599942,131058,98468884,movies-2015.csv,2015,0.0013291894228497619,0.9986708105771502
654,The Visit,98450062,65206105,33243957,movies-2015.csv,2015,0.6623267032579421,0.3376732967420579
655,Riddick,98337295,42025135,56312160,movies-2013.csv,2013,0.4273570368190421,0.572642963180958
656,Alpha,98203196,35857181,62346015,movies-2018.csv,2018,0.36513252582940375,0.6348674741705962
657,Paul,97984015,37412945,60571070,movies-2011.csv,2011,0.3818270255612612,0.6181729744387388
658,Along With the Gods: The Last 49 Days,97962238,1200246,96761992,movies-2018.csv,2018,0.012252129233715547,0.9877478707662845
659,A Simple Favor,97644617,53548586,44096031,movies-2018.csv,2018,0.5484028474401206,0.4515971525598795
660,Safe Haven,97594140,71349120,26245020,movies-2013.csv,2013,0.7310799603336839,0.26892003966631606
661,The Little Prince,97571250,1339152,96232098,movies-2015.csv,2015,0.013724862600407395,0.9862751373995926
662,Evil Dead,97542952,54239856,43303096,movies-2013.csv,2013,0.5560612518677925,0.44393874813220746
663,42,97470701,95020213,2450488,movies-2013.csv,2013,0.9748592348792074,0.025140765120792555
664,Scream 4,97138686,38180928,58957758,movies-2011.csv,2011,0.39305584183010256,0.6069441581698974
665,The Shack,96942115,57386418,39555697,movies-2017.csv,2017,0.5919658138261168,0.40803418617388326
666,The Rite,96560591,33047633,63512958,movies-2011.csv,2011,0.34224762563849676,0.6577523743615032
667,Contraband,96262212,66528000,29734212,movies-2012.csv,2012,0.6911123131057907,0.3088876868942093
668,Assassination,96119773,1904682,94215091,movies-2015.csv,2015,0.019815714712518098,0.9801842852874819
669,Think Like a Man,96070507,91547205,4523302,movies-2012.csv,2012,0.9529168509540602,0.04708314904593977
670,Dolphin Tale,95932565,72286779,23645786,movies-2011.csv,2011,0.7535165874069978,0.2464834125930022
671,The Favourite,95918706,34366783,61551923,movies-2018.csv,2018,0.35829072798375744,0.6417092720162426
672,Some Like It Hot,95721320,100026,95621294,movies-2016.csv,2016,0.001044970963626494,0.9989550290363735
673,Poltergeist,95437994,47425125,48012869,movies-2015.csv,2015,0.49692080703205055,0.5030791929679495
674,The Mortal Instruments: City of Bones,95396573,31165421,64231152,movies-2013.csv,2013,0.32669329746258285,0.6733067025374172
675,Truth or Dare,95330493,41411015,53919478,movies-2018.csv,2018,0.43439421843753606,0.565605781562464
676,Rush,95224595,26947624,68276971,movies-2013.csv,2013,0.28299016656358583,0.7170098334364142
677,The Hustle,95017038,35417038,59600000,movies-2019.csv,2019,0.3727440756467277,0.6272559243532723
678,I Feel Pretty,94539426,48795601,45743825,movies-2018.csv,2018,0.5161402291568811,0.48385977084311893
679,Veteran,94393020,1200627,93192393,movies-2015.csv,2015,0.01271944684045494,0.9872805531595451
680,Masquerade,94268432,922921,93345511,movies-2012.csv,2012,0.009790350602203715,0.9902096493977963
681,Police Story: Lockdown,94249025,0,94249025,movies-2013.csv,2013,0.0,1.0
682,Fleet of Time,94244191,569280,93674911,movies-2014.csv,2014,0.006040478399353017,0.9939595216006469
683,Dirty Grandpa,94073028,35593113,58479915,movies-2016.csv,2016,0.378356195784407,0.6216438042155931
684,Ben-Hur,94061311,26410477,67650834,movies-2016.csv,2016,0.2807793844166174,0.7192206155833827
685,Blockers,94017294,60311495,33705799,movies-2018.csv,2018,0.6414936277574634,0.35850637224253656
686,In the Heart of the Sea,93920758,25020758,68900000,movies-2015.csv,2015,0.26640285420183685,0.7335971457981632
687,Nothing to Declare,93811164,0,93811164,movies-2011.csv,2011,0.0,1.0
688,Kill Zone 2,93638358,11998,93626360,movies-2015.csv,2015,0.00012813125151126635,0.9998718687484888
689,The Internship,93492844,44672764,48820080,movies-2013.csv,2013,0.4778201420421011,0.5221798579578989
690,BlacKkKlansman,93400823,49275340,44125483,movies-2018.csv,2018,0.5275685847008008,0.47243141529919924
691,Goosebumps 2: Haunted Halloween,93320380,46700633,46619747,movies-2018.csv,2018,0.5004333780038187,0.49956662199618135
692,Money Monster,93282604,41012075,52270529,movies-2016.csv,2016,0.43965405382551287,0.5603459461744872
693,Train to Busan,92742323,2129768,90612555,movies-2016.csv,2016,0.022964359001445327,0.9770356409985547
694,Southpaw,91970827,52421953,39548874,movies-2015.csv,2015,0.5699845778270538,0.4300154221729462
695,Shadow,91708374,521396,91186978,movies-2018.csv,2018,0.005685369582498541,0.9943146304175015
696,Season of the Witch,91627228,24827228,66800000,movies-2011.csv,2011,0.2709590647007241,0.7290409352992759
697,Crawl,91542097,39014193,52527904,movies-2019.csv,2019,0.4261885436161682,0.5738114563838318
698,Five Feet Apart,91522094,45729221,45792873,movies-2019.csv,2019,0.49965225883052894,0.500347741169471
699,Rambo: Last Blood,91490353,44819352,46671001,movies-2019.csv,2019,0.4898806325514997,0.5101193674485003
700,Overboard,91244913,50316123,40928790,movies-2018.csv,2018,0.551440308787406,0.448559691212594
701,Paranormal Activity: The Marked Ones,90894962,32462372,58432590,movies-2014.csv,2014,0.35714159823291414,0.6428584017670859
702,My Big Fat Greek Wedding 2,90632641,59689605,30943036,movies-2016.csv,2016,0.6585883887020351,0.34141161129796493
703,Sherlock Gnomes,90497778,43242871,47254907,movies-2018.csv,2018,0.4778335110062039,0.522166488993796
704,Jojo Rabbit,90335025,33370906,56964119,movies-2019.csv,2019,0.369412705647671,0.630587294352329
705,Red Riding Hood,90260376,37662162,52598214,movies-2011.csv,2011,0.4172613019028416,0.5827386980971584
706,Detective Dee: The Four Heavenly Kings,90040771,262963,89777808,movies-2018.csv,2018,0.0029204880975530517,0.9970795119024469
707,Sucker Punch,89792502,36392502,53400000,movies-2011.csv,2011,0.4052955557469598,0.5947044442530401
708,The Hundred-Foot Journey,89514453,54240821,35273632,movies-2014.csv,2014,0.6059448411085079,0.39405515889149206
709,The Purge,89328627,64473115,24855512,movies-2013.csv,2013,0.7217519978226017,0.2782480021773983
710,The Inbetweeners,88823111,36000,88787111,movies-2011.csv,2011,0.00040529992244923735,0.9995947000775508
